"landed_year","dealer_state","dealer_city","total_live_lbs","total_value","total_adjusted_val"
2004,"FL","LARGO",4937,11125,14920
2004,"FL","LONGBOAT KEY",185997,654403,877627
2004,"FL","LYNN HAVEN",2718,2718,3645
2004,"FL","MARATHON",2281758,13759869,18453526
2004,"FL","MARCO ISLAND",3046,32679,43826
2004,"FL","MARGATE",493,1220,1636
2004,"FL","MATLACHA",203137,469990,630311
2004,"FL","MELROSE",14396,12782,17142
2004,"FL","MERRITT ISLAND",744,2017,2705
2004,"FL","MIAMI",802008,3461475,4642228
2004,"FL","MIDDLEBURG",284,771,1034
2004,"FL","MILTON",65544,40353,54119
2004,"FL","MONTICELLO",24,70,94
2004,"FL","MORRISTON",1545,4591,6157
2004,"FL","NAPLES",394720,1990423,2669379
2004,"FL","NAVARRE",4141,12411,16645
2004,"FL","NEW PORT RICHEY",457460,807773,1083314
2004,"FL","NICEVILLE",21697,66345,88976
2004,"FL","NOCATEE",1712,4861,6521
2004,"FL","NOKOMIS",23718,106835,143276
2004,"FL","NORTH FORT MYERS",175150,226479,303733
2004,"FL","OLDSMAR",5693,27202,36480
2004,"FL","ORLANDO",1210,1331,1785
2004,"FL","ORMOND BEACH",914,2267,3040
2004,"FL","OSPREY",20525,176055,236109
2004,"FL","PACE",2927,2262,3034
2004,"FL","PALATKA",4904,8430,11306
2004,"FL","PALM COAST",2155,10775,14450
2004,"FL","PALM HARBOR",77168,496495,665857
2004,"FL","PALMETTO",48589,89217,119651
2004,"FL","PANACEA",673690,742477,995745
2004,"FL","PANAMA CITY",1997815,4595323,6162850
2004,"FL","PANAMA CITY BEACH",61360,101510,136135
2004,"FL","PENSACOLA",951739,1589239,2131350
2004,"FL","PERRY",13407,15792,21179
2004,"FL","PLACIDA",30117,36886,49469
2004,"FL","PORT CHARLOTTE",396427,392563,526473
2004,"FL","PORT RICHEY",41518,43226,57970
2004,"FL","PORT SAINT JOE",1570460,3394423,4552303
2004,"FL","PUNTA GORDA",351777,399859,536256
2004,"FL","REDINGTON SHORES",545554,1304881,1749989
2004,"FL","RIDGE MANOR",506,304,408
2004,"FL","RIVIERA BEACH",1615,1262,1692
2004,"FL","ROCKLEDGE",35221,35869,48105
2004,"FL","RUSKIN",25423,27840,37337
2004,"FL","SAINT CLOUD",2253,4424,5933
2004,"FL","SAINT JAMES CITY",675618,759012,1017919
2004,"FL","SAINT MARKS",206883,920827,1234933
2004,"FL","SAINT PETERSBURG",5953964,11631230,15598790
2004,"FL","SANIBEL",1200,2966,3978
2004,"FL","SANTA ROSA BEACH",3366,5206,6981
2004,"FL","SARASOTA",43270,214978,288311
2004,"FL","SEBASTIAN",339,2711,3636
2004,"FL","SNEADS",11335,13689,18359
2004,"FL","SOPCHOPPY",857276,460380,617422
2004,"FL","SOUTHPORT",315320,420610,564086
2004,"FL","SPRING HILL",433780,597391,801168
2004,"FL","STEINHATCHEE",334362,746498,1001136
2004,"FL","SUGARLOAF SHORES",606,372,499
2004,"FL","SUMMERLAND KEY",546777,2473637,3317426
2004,"FL","SUNRISE",513,2565,3440
2004,"FL","SUWANNEE",41560,47384,63547
2004,"FL","TALLAHASSEE",127124,268959,360704
2004,"FL","TAMPA",2597357,5508026,7386882
2004,"FL","TARPON SPRINGS",1833966,4487994,6018904
2004,"FL","TAVERNIER",123328,378735,507926
2004,"FL","THONOTOSASSA",480,593,795
2004,"FL","TIERRA VERDE",941,10107,13555
2004,"FL","VALPARAISO",8624,25128,33699
2004,"FL","VENICE",3110,8952,12005
2004,"FL","WAKULLA SPRINGS",108338,111846,149999
2004,"FL","WEWAHITCHKA",389767,868231,1164394
2004,"FL","WILDWOOD",62096,63810,85576
2004,"FL","YANKEETOWN",39772,47222,63330
2004,"FL","YOUNGSTOWN",219932,395539,530462
2004,"LA","ABBEVILLE",14143094,22441853,30097046
2004,"LA","ADDIS",15406,33283,44637
2004,"LA","AKERS",807836,891957,1196215
2004,"LA","ALBANY",14246,22162,29722
2004,"LA","ALEXANDRIA",80,32,43
2004,"LA","AMELIA",21646,26172,35100
2004,"LA","ANGIE",20,144,193
2004,"LA","ARABI",1357,1673,2244
2004,"LA","AVONDALE",444,619,830
2004,"LA","BALDWIN",21884,17981,24114
2004,"LA","BARATARIA",69760,125288,168025
2004,"LA","BASILE",3323,6834,9166
2004,"LA","BATON ROUGE",816162,2073119,2780285
2004,"LA","BELLE CHASSE",6237243,5822487,7808609
2004,"LA","BELLE ROSE",399,800,1073
2004,"LA","BERWICK",60124,60192,80724
2004,"LA","BOGALUSA",6148,11668,15649
2004,"LA","BOOTHVILLE",8295079,8930622,11976968
2004,"LA","BOURG",48182,75134,100763
2004,"LA","BOUTTE",42550,72789,97620
2004,"LA","BRAITHWAITE",221953,434800,583116
2004,"LA","BREAUX BRIDGE",161921,137618,184562
2004,"LA","BRIDGE CITY",89046,62735,84135
2004,"LA","BROUSSARD",1851,4100,5499
2004,"LA","BURAS",356031,1019131,1366768
2004,"LA","BUSH",6586,10145,13606
2004,"LA","CADE",156,240,322
2004,"LA","CAMERON",2460705,3289072,4411016
2004,"LA","CENTERVILLE",2020,2139,2869
2004,"LA","CHALMETTE",574994,574169,770024
2004,"LA","CHARENTON",955,2388,3203
2004,"LA","CHAUVIN",12359812,9492894,12731036
2004,"LA","CHURCH POINT",1641,2626,3522
2004,"LA","COCODRIE",66711,72969,97859
2004,"LA","CONVENT",1512,2996,4018
2004,"LA","COVINGTON",29352,46370,62187
2004,"LA","CREOLE",295290,142180,190679
2004,"LA","CROWLEY",71342,43534,58385
2004,"LA","CROWN POINT",4592787,3760070,5042677
2004,"LA","CUT OFF",3648934,5184700,6953264
2004,"LA","DELCAMBRE",2188899,2341006,3139549
2004,"LA","DEQUINCY",479,890,1194
2004,"LA","DES ALLEMANDS",2942670,1783641,2392063
2004,"LA","DESTREHAN",25396,33865,45417
2004,"LA","DONALDSONVILLE",20844,22700,30444
2004,"LA","DULAC",12573690,13754856,18446809
2004,"LA","EGAN",121,303,406
2004,"LA","EMPIRE",8541252,7604249,10198153
2004,"LA","ERATH",182476,225237,302069
2004,"LA","EUNICE",3300,2440,3272
2004,"LA","EVANGELINE",138,108,145
2004,"LA","FOLSOM",61660,68817,92292
2004,"LA","FRANKLIN",2432923,1650171,2213064
2004,"LA","FRANKLINTON",201585,147069,197236
2004,"LA","GALLIANO",25608,55373,74262
2004,"LA","GHEENS",6080,2670,3581
2004,"LA","GIBSON",21365,169223,226947
2004,"LA","GOLDEN MEADOW",13311694,17189201,23052654
2004,"LA","GONZALES",3832,6346,8511
2004,"LA","GRAMERCY",15320,16259,21806
2004,"LA","GRAND CHENIER",359860,242021,324578
2004,"LA","GRAND ISLE",13330262,11590703,15544437
2004,"LA","GRAY",501,1213,1627
2004,"LA","GRETNA",50042,80587,108075
2004,"LA","GUEYDAN",710,1165,1562
2004,"LA","HACKBERRY",1034660,785156,1052982
2004,"LA","HAHNVILLE",1919,1866,2503
2004,"LA","HAMMOND",35991,45119,60510
2004,"LA","HARAHAN",1160,1200,1609
2004,"LA","HARVEY",40404,45777,61392
2004,"LA","HENDERSON",265,530,711
2004,"LA","HOUMA",5781272,7735730,10374484
2004,"LA","IOWA",2489,4134,5544
2004,"LA","JEANERETTE",304243,247662,332141
2004,"LA","JENNINGS",4371,2008,2693
2004,"LA","KAPLAN",53725,118439,158839
2004,"LA","KENNER",143271,188363,252618
2004,"LA","LACOMBE",1170,1191,1597
2004,"LA","LAFAYETTE",199333,144947,194391
2004,"LA","LAFITTE",8770782,6898428,9251565
2004,"LA","LAKE ARTHUR",27969,36088,48397
2004,"LA","LAKE CHARLES",5722373,7117209,9544976
2004,"LA","LAPLACE",20912,46775,62730
2004,"LA","LAROSE",3220676,2242089,3006893
2004,"LA","LIVINGSTON",1650,2611,3502
2004,"LA","LIVONIA",3805,7531,10100
2004,"LA","LOCKPORT",2747847,2778553,3726352
2004,"LA","LORANGER",475,440,591
2004,"LA","LULING",59455,74206,99519
2004,"LA","LUTCHER",1262,2383,3196
2004,"LA","LYDIA",1248318,1165745,1563394
2004,"LA","MADISONVILLE",194652,155940,209134
2004,"LA","MANDEVILLE",353870,143995,193113
2004,"LA","MARRERO",4739577,3897527,5227024
2004,"LA","MATHEWS",65974,33449,44859
2004,"LA","MAURICE",31849,37034,49667
2004,"LA","MERAUX",937017,450482,604147
2004,"LA","MERMENTAU",562,1421,1906
2004,"LA","METAIRIE",238662,340344,456439
2004,"LA","MONTEGUT",5060125,4059194,5443837
2004,"LA","MORGAN CITY",4163167,3847036,5159310
2004,"LA","MORSE",3356,3306,4434
2004,"LA","NAPOLEONVILLE",9025,8845,11862
2004,"LA","NEW IBERIA",1501157,980346,1314755
2004,"LA","NEW ORLEANS",2898856,3329813,4465654
2004,"LA","NORCO",4535,10885,14598
2004,"LA","OPELOUSAS",21701,15207,20394
2004,"LA","PARADIS",443454,307741,412715
2004,"LA","PATTERSON",13916,36002,48283
2004,"LA","PAULINA",4486,11013,14770
2004,"LA","PEARL RIVER",184043,368558,494278
2004,"LA","PERRY",233819,488950,655737
2004,"LA","PIERRE PART",398117,227484,305081
2004,"LA","PINEVILLE",6088,10794,14476
2004,"LA","PLAQUEMINE",6924,16550,22195
2004,"LA","PONCHATOULA",132370,231346,310261
2004,"LA","PORT SULPHUR",4185745,7907724,10605148
2004,"LA","RACELAND",1122928,807011,1082292
2004,"LA","RESERVE",39814,53971,72381
2004,"LA","RIVER RIDGE",9281,9328,12510
2004,"LA","SAINT AMANT",5963,10218,13703
2004,"LA","SAINT BERNARD",8295818,8438558,11317054
2004,"LA","SAINT MARTINVILLE",25244,21997,29500
2004,"LA","SAINT ROSE",143528,362542,486211
2004,"LA","SCHRIEVER",18873,45361,60834
2004,"LA","SLIDELL",1529914,1492400,2001476
2004,"LA","SPRINGFIELD",9221,14666,19668
2004,"LA","SULPHUR",305628,142948,191709
2004,"LA","SUNSET",70,70,94
2004,"LA","THERIOT",6571922,4388840,5885928
2004,"LA","THIBODAUX",95344,122120,163778
2004,"LA","TICKFAW",888,2452,3289
2004,"LA","VACHERIE",37749,29715,39851
2004,"LA","VENICE",7656000,8220971,11025248
2004,"LA","VILLE PLATTE",126,375,503
2004,"LA","VINTON",98879,95391,127930
2004,"LA","VIOLET",2906931,5769604,7737688
2004,"LA","WALKER",3358,116939,156828
2004,"LA","WELSH",6001,16232,21769
2004,"LA","WESTWEGO",58847,102472,137427
2004,"LA","ZACHARY",1401,3250,4359
2004,"MS","BAY SAINT LOUIS",1868711,1636586,2194845
2004,"MS","BILOXI",13279081,22155252,29712684
2004,"MS","GAUTIER",105160,79551,106688
2004,"MS","GULFPORT",1153019,1319666,1769822
2004,"MS","HATTIESBURG",746,1343,1801
2004,"MS","HURLEY",365403,722482,968930
2004,"MS","LAKESHORE",1993458,2352139,3154483
2004,"MS","MOSS POINT",4200,3390,4546
2004,"MS","OCEAN SPRINGS",126435,149622,200659
2004,"MS","PASCAGOULA",920518,1308471,1754806
2004,"MS","PASS CHRISTIAN",964166,904179,1212608
2004,"MS","WAVELAND",83398,152810,204935
2004,"TX","ANAHUAC",129020,111600,149669
2004,"TX","ARANSAS PASS",2547214,5223854,7005775
2004,"TX","BACLIFF",332991,776895,1041904
2004,"TX","BAY CITY",2920,10747,14413
2004,"TX","BAYTOWN",118271,100160,134326
2004,"TX","BOLIVAR PENINSULA",5821354,10589328,14201478
2004,"TX","BROWNSVILLE",1644633,3840732,5150853
2004,"TX","CORPUS CHRISTI",25812,56055,75177
2004,"TX","DICKINSON",984511,1021481,1369920
2004,"TX","FREEPORT",3017300,6126501,8216327
2004,"TX","FULTON",457992,496000,665192
2004,"TX","GALVESTON",2427011,4299220,5765739
2004,"TX","GROVES",7129,17815,23892
2004,"TX","KEMAH",285359,233417,313038
2004,"TX","LIBERTY",2023,2354,3157
2004,"TX","LOS FRESNOS",62823,111333,149310
2004,"TX","MATAGORDA",146231,394534,529114
2004,"TX","OAK ISLAND",168671,134561,180462
2004,"TX","PALACIOS",12657649,26246626,35199677
2004,"TX","PORT ARANSAS",2324,7052,9457
2004,"TX","PORT ARTHUR",18346157,38207027,51239916
2004,"TX","PORT ISABEL",5153406,11572030,15519392
2004,"TX","PORT LAVACA",403557,418670,561483
2004,"TX","PORT O'CONNOR",365606,339719,455601
2004,"TX","RAYMONDVILLE",23,29,39
2004,"TX","ROCKPORT",4877,9724,13042
2004,"TX","SAN LEON",1672872,1389292,1863194
2004,"TX","SARGENT",10511,31803,42651
2004,"TX","SEABROOK",1291771,900936,1208257
2004,"TX","SEADRIFT",425851,720749,966606
2004,"TX","TEXAS CITY",209281,180616,242227
2005,"AL","BAY MINETTE",31884,50972,66280
2005,"AL","BAYOU LA BATRE",12210515,23574074,30654058
2005,"AL","BON SECOUR",2440703,5637076,7330055
2005,"AL","CODEN",1321111,2354563,3061709
2005,"AL","DAUPHIN ISLAND",64050,114530,148926
2005,"AL","FAIRHOPE",23879,70795,92057
2005,"AL","FOLEY",71351,113205,147204
2005,"AL","GRAND BAY",173307,313529,407691
2005,"AL","GULF SHORES",31827,58236,75726
2005,"AL","IRVINGTON",1142362,2312282,3006727
2005,"AL","LILLIAN",56542,156559,203579
2005,"AL","MOBILE",80904,117708,153060
2005,"AL","ORANGE BEACH",7953,17950,23341
2005,"AL","SEMMES",380,440,572
2005,"AL","SPANISH FORT",8320,19795,25740
2005,"AL","THEODORE",546082,790917,1028450
2005,"FL","ANNA MARIA",10293,37280,48477
2005,"FL","APALACHICOLA",3082208,5560890,7230985
2005,"FL","ARIPEKA",1592,9730,12652
2005,"FL","ATLANTIC BEACH",4966,13225,17195
2005,"FL","BAGDAD",2735,5144,6689
2005,"FL","BIG PINE KEY",195,948,1233
2005,"FL","BOCA GRANDE",2714,9404,12229
2005,"FL","BOKEELIA",155551,291507,379056
2005,"FL","BONITA SPRINGS",171017,237769,309176
2005,"FL","BOYNTON BEACH",15220,37174,48338
2005,"FL","BRADENTON",25483,33505,43568
2005,"FL","CAPE CANAVERAL",10,40,52
2005,"FL","CAPE CORAL",142047,152326,198073
2005,"FL","CAPTIVA",100,800,1040
2005,"FL","CARRABELLE",168814,348655,453366
2005,"FL","CASSELBERRY",628,1551,2017
2005,"FL","CEDAR KEY",260281,533006,693083
2005,"FL","CHIEFLAND",82914,197366,256640
2005,"FL","CHOKOLOSKEE",494669,2726042,3544751
2005,"FL","CLEARWATER",234783,502473,653380
2005,"FL","CLERMONT",312,626,814
2005,"FL","COCOA",755,1905,2477
2005,"FL","COCOA BEACH",8275,9383,12201
2005,"FL","CORTEZ",558673,1326480,1724861
2005,"FL","COTTONDALE",704,704,915
2005,"FL","CRAWFORDVILLE",208554,177660,231016
2005,"FL","CROSS CITY",203015,407052,529300
2005,"FL","CRYSTAL RIVER",1143741,3186826,4143922
2005,"FL","DESTIN",1055744,2522164,3279643
2005,"FL","DOVER",213511,143995,187241
2005,"FL","DUNEDIN",10093,36111,46958
2005,"FL","DUNNELLON",41180,115429,150096
2005,"FL","EAGLE LAKE",24705,34587,44975
2005,"FL","EASTPOINT",516734,1045010,1358855
2005,"FL","ENGLEWOOD",29454,75328,97953
2005,"FL","ESTERO",695,3892,5061
2005,"FL","EVERGLADES CITY",270391,1658284,2156315
2005,"FL","FELLSMERE",4591,2875,3738
2005,"FL","FERNANDINA BEACH",211,599,779
2005,"FL","FORT LAUDERDALE",476,4194,5454
2005,"FL","FORT MYERS",1793458,2647927,3443177
2005,"FL","FORT MYERS BEACH",4989313,10619839,13809287
2005,"FL","FORT WALTON BEACH",149328,325752,423587
2005,"FL","FORT WHITE",59,150,195
2005,"FL","FREEPORT",27182,58562,76148
2005,"FL","GAINESVILLE",118161,236778,307890
2005,"FL","GOODLAND",130300,414109,538479
2005,"FL","GREEN COVE SPRINGS",9378,12462,16205
2005,"FL","GULF BREEZE",3589,6266,8148
2005,"FL","HASTINGS",3263,3975,5169
2005,"FL","HIALEAH",54981,309878,402943
2005,"FL","HOLLYWOOD",638,3428,4458
2005,"FL","HOMESTEAD",10515,25360,32976
2005,"FL","HOMOSASSA",294974,948288,1233087
2005,"FL","HORSESHOE BEACH",7722,18734,24361
2005,"FL","HUDSON",71888,268331,348920
2005,"FL","INDIAN ROCKS BEACH",17766,45276,58873
2005,"FL","INGLIS",40850,167147,217346
2005,"FL","ISLAMORADA",53708,351500,457064
2005,"FL","JACKSONVILLE",46141,50472,65630
2005,"FL","KEY LARGO",402799,1701828,2212935
2005,"FL","KEY WEST",3156240,10802534,14046848
2005,"FL","LAKE WORTH",2,28,36
2005,"FL","LAKELAND",97620,139920,181944
2005,"FL","LANTANA",2195,7178,9334
2005,"FL","LARGO",19305,19305,25103
2005,"FL","LIVE OAK",6018,5018,6525
2005,"FL","LONGBOAT KEY",4647,45434,59079
2005,"FL","LUTZ",3490,5193,6752
2005,"FL","LYNN HAVEN",730,734,954
2005,"FL","MARATHON",1586397,10657864,13858735
2005,"FL","MARCO ISLAND",398,4432,5763
2005,"FL","MARGATE",1357,3116,4052
2005,"FL","MATLACHA",151403,272043,353747
2005,"FL","MELROSE",17198,14655,19056
2005,"FL","MIAMI",536003,2284147,2970146
2005,"FL","MILTON",39229,28506,37067
2005,"FL","MONTICELLO",331,1017,1323
2005,"FL","MORRISTON",7498,36010,46824
2005,"FL","NAPLES",422698,2150698,2796615
2005,"FL","NEW PORT RICHEY",432903,757476,984968
2005,"FL","NICEVILLE",9380,29678,38592
2005,"FL","NOCATEE",444,1502,1953
2005,"FL","NOKOMIS",15154,58296,75806
2005,"FL","NORTH FORT MYERS",152638,154823,201321
2005,"FL","OLDSMAR",1269,10681,13889
2005,"FL","ORLANDO",78,948,1233
2005,"FL","ORMOND BEACH",1,18,23
2005,"FL","OSPREY",6862,63399,82440
2005,"FL","PACE",5839,4629,6019
2005,"FL","PALATKA",576,922,1199
2005,"FL","PALM HARBOR",19515,201835,262452
2005,"FL","PALMETTO",28901,44237,57524
2005,"FL","PANACEA",601324,582949,758026
2005,"FL","PANAMA CITY",2097892,5096443,6627057
2005,"FL","PANAMA CITY BEACH",39295,77005,100133
2005,"FL","PENSACOLA",553376,1044882,1358688
2005,"FL","PERRY",33589,37879,49255
2005,"FL","PLACIDA",45539,64446,83800
2005,"FL","PORT CHARLOTTE",453174,469966,611112
2005,"FL","PORT ORANGE",46,116,151
2005,"FL","PORT RICHEY",77219,78873,102559
2005,"FL","PORT SAINT JOE",919602,1871700,2433825
2005,"FL","PUNTA GORDA",231329,267889,348344
2005,"FL","REDINGTON SHORES",474022,1113878,1448407
2005,"FL","RIDGE MANOR",1410,1519,1975
2005,"FL","RIVIERA BEACH",478,1567,2038
2005,"FL","ROCKLEDGE",1118,1118,1454
2005,"FL","RUSKIN",31648,35219,45796
2005,"FL","SAINT AUGUSTINE",653,1832,2382
2005,"FL","SAINT CLOUD",2777,4404,5727
2005,"FL","SAINT JAMES CITY",542403,767394,997862
2005,"FL","SAINT MARKS",266414,1125552,1463588
2005,"FL","SAINT PETERSBURG",4717241,9770843,12705309
2005,"FL","SANIBEL",1024,1281,1666
2005,"FL","SANTA ROSA BEACH",2244,2870,3732
2005,"FL","SARASOTA",41372,142795,185679
2005,"FL","SILVER SPRINGS",1278,2244,2917
2005,"FL","SNEADS",3984,6810,8855
2005,"FL","SOPCHOPPY",753407,396420,515476
2005,"FL","SOUTHPORT",138264,235043,305632
2005,"FL","SPRING HILL",262489,413517,537708
2005,"FL","ST. PETE BEACH",104,1061,1380
2005,"FL","STEINHATCHEE",264817,615334,800139
2005,"FL","SUGARLOAF SHORES",66,131,170
2005,"FL","SUMMERLAND KEY",371444,1667150,2167844
2005,"FL","SUN CITY CENTER",37,185,241
2005,"FL","SUNRISE",616,3388,4406
2005,"FL","TALLAHASSEE",196336,458171,595774
2005,"FL","TAMPA",2142586,4432289,5763434
2005,"FL","TARPON SPRINGS",1384567,3316927,4313095
2005,"FL","TAVERNIER",22570,58860,76536
2005,"FL","THONOTOSASSA",7058,8246,10723
2005,"FL","TIERRA VERDE",118,1419,1845
2005,"FL","VALPARAISO",1940,5904,7677
2005,"FL","VENICE",6063,15206,19773
2005,"FL","WAKULLA SPRINGS",89628,90662,117890
2005,"FL","WEWAHITCHKA",598462,1390545,1808166
2005,"FL","WILDWOOD",45659,54791,71246
2005,"FL","YANKEETOWN",796,3407,4430
2005,"FL","YOUNGSTOWN",184850,367580,477975
2005,"LA","ABBEVILLE",14521651,23677945,30789119
2005,"LA","ADDIS",106086,240658,312934
2005,"LA","AKERS",664111,671460,873118
2005,"LA","ALBANY",2986,4428,5758
2005,"LA","AMA",725,1452,1888
2005,"LA","AMELIA",24018,5747,7473
2005,"LA","ARABI",1591,1922,2499
2005,"LA","AVERY ISLAND",109,220,286
2005,"LA","BALDWIN",10011,22455,29199
2005,"LA","BARATARIA",75389,83917,109119
2005,"LA","BATON ROUGE",618885,1688054,2195025
2005,"LA","BELL CITY",465,368,479
2005,"LA","BELLE CHASSE",2327726,2749265,3574949
2005,"LA","BERWICK",221607,127473,165756
2005,"LA","BOGALUSA",10565,20722,26946
2005,"LA","BOOTHVILLE",3428458,4424817,5753719
2005,"LA","BOURG",8954,13304,17300
2005,"LA","BOUTTE",29623,76791,99853
2005,"LA","BRAITHWAITE",293762,697039,906380
2005,"LA","BREAUX BRIDGE",137164,88219,114716
2005,"LA","BRIDGE CITY",141595,115258,149873
2005,"LA","BROUSSARD",1702,2160,2809
2005,"LA","BURAS",1167004,1827844,2376798
2005,"LA","BUSH",5613,7365,9577
2005,"LA","CAMERON",1344901,1921138,2498113
2005,"LA","CENTERVILLE",1234,1553,2019
2005,"LA","CHALMETTE",213273,152085,197761
2005,"LA","CHARENTON",1026,2563,3333
2005,"LA","CHAUVIN",12354738,12910930,16788462
2005,"LA","CHURCH POINT",296,446,580
2005,"LA","COCODRIE",54632,66584,86581
2005,"LA","COVINGTON",924,1423,1850
2005,"LA","CREOLE",139791,82469,107238
2005,"LA","CROWLEY",11214,6074,7898
2005,"LA","CROWN POINT",2003820,1859402,2417835
2005,"LA","CUT OFF",3918956,6710480,8725832
2005,"LA","DELCAMBRE",2500302,2985150,3881678
2005,"LA","DENHAM SPRINGS",70,97,127
2005,"LA","DEQUINCY",55351,145474,189164
2005,"LA","DES ALLEMANDS",3170178,2113755,2748575
2005,"LA","DESTREHAN",15147,21828,28383
2005,"LA","DONALDSONVILLE",32552,31934,41525
2005,"LA","DULAC",11702895,15782784,20522816
2005,"LA","EMPIRE",3654847,3954151,5141698
2005,"LA","ERATH",215382,221244,287689
2005,"LA","EUNICE",710,860,1118
2005,"LA","FOLSOM",53216,67171,87345
2005,"LA","FRANKLIN",3635817,2298955,2989396
2005,"LA","FRANKLINTON",181524,140387,182549
2005,"LA","GALLIANO",30011,56192,73067
2005,"LA","GHEENS",5032,3598,4679
2005,"LA","GIBSON",23266,15673,20381
2005,"LA","GOLDEN MEADOW",13581273,18757072,24390363
2005,"LA","GONZALES",5578,5260,6840
2005,"LA","GRAMERCY",2129,2831,3681
2005,"LA","GRAND CHENIER",489375,394209,512602
2005,"LA","GRAND ISLE",8955113,10621964,13812053
2005,"LA","GRAY",14979,20509,26668
2005,"LA","GRETNA",31830,56864,73943
2005,"LA","GUEYDAN",30505,27575,35857
2005,"LA","HACKBERRY",1074017,890808,1158342
2005,"LA","HAMMOND",83748,97911,127316
2005,"LA","HARVEY",139,350,455
2005,"LA","HAYES",3908,5758,7487
2005,"LA","HOUMA",4627712,8497382,11049393
2005,"LA","IOWA",765,1148,1493
2005,"LA","JEANERETTE",12123,13900,18075
2005,"LA","JEFFERSON",2773,4330,5630
2005,"LA","JENNINGS",13357,21643,28143
2005,"LA","KAPLAN",43347,93842,122026
2005,"LA","KENNER",61308,81702,106239
2005,"LA","LACOMBE",5619,5678,7383
2005,"LA","LAFAYETTE",349326,196363,255337
2005,"LA","LAFITTE",7701424,8580283,11157194
2005,"LA","LAKE ARTHUR",17448,36260,47150
2005,"LA","LAKE CHARLES",5092164,8021222,10430227
2005,"LA","LAPLACE",23594,36998,48110
2005,"LA","LAROSE",2843352,2331369,3031546
2005,"LA","LIVONIA",3362,7172,9327
2005,"LA","LOCKPORT",2978026,3104370,4036702
2005,"LA","LORANGER",150,135,176
2005,"LA","LULING",103582,151364,196824
2005,"LA","LYDIA",1322600,1436320,1867688
2005,"LA","MADISONVILLE",104907,90384,117530
2005,"LA","MANCHAC",59,110,143
2005,"LA","MANDEVILLE",73803,52890,68775
2005,"LA","MANSFIELD",400,1100,1430
2005,"LA","MARKSVILLE",601,1800,2341
2005,"LA","MARRERO",2203721,2094762,2723881
2005,"LA","MATHEWS",90,81,105
2005,"LA","MAUREPAS",435,953,1239
2005,"LA","MAURICE",7052,13891,18063
2005,"LA","MERAUX",994348,764523,994131
2005,"LA","METAIRIE",96009,197338,256605
2005,"LA","MONTEGUT",6230347,6710081,8725314
2005,"LA","MORGAN CITY",3035805,3886525,5053763
2005,"LA","NAPOLEONVILLE",11674,12460,16202
2005,"LA","NEW IBERIA",1712654,1133903,1474449
2005,"LA","NEW ORLEANS",827242,1365023,1774980
2005,"LA","NORCO",3482,8357,10867
2005,"LA","OPELOUSAS",24842,17491,22745
2005,"LA","PATTERSON",10905,28989,37695
2005,"LA","PAULINA",3367,9190,11950
2005,"LA","PEARL RIVER",210147,482870,627890
2005,"LA","PERRY",330986,842077,1094977
2005,"LA","PIERRE PART",467094,249264,324124
2005,"LA","PINEVILLE",1977,3724,4842
2005,"LA","PLAQUEMINE",7395,18717,24338
2005,"LA","PONCHATOULA",53230,86449,112411
2005,"LA","PORT SULPHUR",2700115,6497526,8448922
2005,"LA","PRAIRIEVILLE",425,992,1290
2005,"LA","RACELAND",1134975,863181,1122419
2005,"LA","RESERVE",33230,46597,60591
2005,"LA","RIVER RIDGE",2736,2725,3543
2005,"LA","SAINT BERNARD",5048185,7091605,9221415
2005,"LA","SAINT GABRIEL",5931,17645,22944
2005,"LA","SAINT MARTINVILLE",57496,40307,52412
2005,"LA","SAINT ROSE",81357,214727,279216
2005,"LA","SCOTT",420,483,628
2005,"LA","SLIDELL",931013,1037365,1348916
2005,"LA","SPRINGFIELD",7671,15896,20670
2005,"LA","SULPHUR",724295,590347,767646
2005,"LA","THERIOT",6677439,5951756,7739241
2005,"LA","THIBODAUX",145751,143339,186388
2005,"LA","VACHERIE",51741,43116,56066
2005,"LA","VENICE",5373053,6438160,8371729
2005,"LA","VINTON",83262,85308,110928
2005,"LA","VIOLET",1749291,4665322,6066456
2005,"LA","WALKER",1435,1854,2411
2005,"LA","WELSH",3655,8328,10829
2005,"LA","WESTLAKE",111,65,85
2005,"LA","WESTWEGO",40651,88872,115564
2005,"LA","YOUNGSVILLE",4849,12027,15639
2005,"LA","ZACHARY",1500,2640,3433
2005,"MS","BAY SAINT LOUIS",201822,261207,339655
2005,"MS","BILOXI",6856269,12406423,16132433
2005,"MS","GAUTIER",56768,49591,64484
2005,"MS","GULFPORT",364043,451667,587317
2005,"MS","HATTIESBURG",1677,3019,3926
2005,"MS","HURLEY",410911,954727,1241461
2005,"MS","LAKESHORE",446297,1046760,1361133
2005,"MS","MOSS POINT",6300,6240,8114
2005,"MS","OCEAN SPRINGS",71007,82900,107798
2005,"MS","PASCAGOULA",354336,564889,734541
2005,"MS","PASS CHRISTIAN",548376,1125595,1463644
2005,"MS","WAVELAND",214448,456078,593052
2005,"TX","ANAHUAC",161046,205856,267681
2005,"TX","ARANSAS PASS",2122309,4054584,5272294
2005,"TX","BACLIFF",541985,1470228,1911780
2005,"TX","BAY CITY",3351,8634,11227
2005,"TX","BAYTOWN",292133,322548,419418
2005,"TX","BOLIVAR PENINSULA",5963071,11394074,14816044
2005,"TX","CORPUS CHRISTI",32257,52828,68694
